OriFull	OriSimp	mirbase_accession	version_6_0	version_7_0	version_7_1	version_8_0	version_8_1	version_8_2	version_9_0	version_9_1	version_9_2	version_10_0	version_10_1	version_11	version_12	version_13	version_14	version_15	version_16	version_17	version_18	version_19	version_20	version_21	finalname
hsa-miR-890-002209	hsa-miR-890	MIMAT0004912	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890	hsa-miR-890
hsa-miR-891a-002191	hsa-miR-891a	MIMAT0004902	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a	hsa-miR-891a-5p	hsa-miR-891a-5p	hsa-miR-891a-5p
hsa-miR-891b-002210	hsa-miR-891b	MIMAT0004913	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	hsa-miR-891b
hsa-miR-892a-002195	hsa-miR-892a	MIMAT0004907	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	hsa-miR-892a
hsa-miR-9-000583	hsa-miR-9	MIMAT0000441	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9	hsa-miR-9-5p	hsa-miR-9-5p	hsa-miR-9-5p	hsa-miR-9-5p	hsa-miR-9-5p
hsa-miR-92a-000431	hsa-miR-92a	MIMAT0000092	hsa-miR-92	hsa-miR-92	hsa-miR-92	hsa-miR-92	hsa-miR-92	hsa-miR-92	hsa-miR-92	hsa-miR-92	hsa-miR-92	hsa-miR-92a	hsa-miR-92a	hsa-miR-92a	hsa-miR-92a	hsa-miR-92a	hsa-miR-92a	hsa-miR-92a	hsa-miR-92a	hsa-miR-92a	hsa-miR-92a-3p	hsa-miR-92a-3p	hsa-miR-92a-3p	hsa-miR-92a-3p	hsa-miR-92a-3p
hsa-miR-95-000433	hsa-miR-95	MIMAT0000094	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95	hsa-miR-95-3p	hsa-miR-95-3p	hsa-miR-95-3p
hsa-miR-98-000577	hsa-miR-98	MIMAT0000096	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98	hsa-miR-98-5p	hsa-miR-98-5p	hsa-miR-98-5p	hsa-miR-98-5p
hsa-miR-99a-000435	hsa-miR-99a	MIMAT0000097	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a	hsa-miR-99a-5p	hsa-miR-99a-5p	hsa-miR-99a-5p	hsa-miR-99a-5p	hsa-miR-99a-5p
hsa-miR-99b-000436	hsa-miR-99b	MIMAT0000689	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b	hsa-miR-99b-5p	hsa-miR-99b-5p	hsa-miR-99b-5p	hsa-miR-99b-5p	hsa-miR-99b-5p
mmu-miR-124a-001182	mmu-miR-124a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-124a
mmu-miR-129-3p-001184	mmu-miR-129-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-129-3p
mmu-miR-134-001186	mmu-miR-134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-134
mmu-miR-137-001129	mmu-miR-137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-137
mmu-miR-140-001187	mmu-miR-140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-140
mmu-miR-153-001191	mmu-miR-153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-153
mmu-miR-187-001193	mmu-miR-187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-187
mmu-miR-374-5p-001319	mmu-miR-374-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-374-5p
mmu-miR-379-001138	mmu-miR-379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-379
mmu-miR-451-001141	mmu-miR-451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-451
mmu-miR-491-001630	mmu-miR-491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-491
mmu-miR-495-001663	mmu-miR-495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-495
mmu-miR-496-001953	mmu-miR-496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-496
mmu-miR-499-001352	mmu-miR-499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-499
mmu-miR-615-001960	mmu-miR-615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-615
mmu-miR-93-001090	mmu-miR-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-93
mmu-miR-96-000186	mmu-miR-96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mmu-miR-96
dme-miR-7-000268	dme-miR-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	dme-miR-7
hsa-let-7a#-002307	hsa-let-7a*	MIMAT0004481	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-let-7a*	hsa-let-7a*	hsa-let-7a*	hsa-let-7a*	hsa-let-7a*	hsa-let-7a*	hsa-let-7a*	hsa-let-7a*	hsa-let-7a*	hsa-let-7a-3p	hsa-let-7a-3p	hsa-let-7a-3p	hsa-let-7a-3p	hsa-let-7a-3p
hsa-let-7b#-002404	hsa-let-7b*	MIMAT0004482	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-let-7b*	hsa-let-7b*	hsa-let-7b*	hsa-let-7b*	hsa-let-7b*	hsa-let-7b*	hsa-let-7b*	hsa-let-7b*	hsa-let-7b*	hsa-let-7b-3p	hsa-let-7b-3p	hsa-let-7b-3p	hsa-let-7b-3p	hsa-let-7b-3p
hsa-let-7c#-002405	hsa-let-7c*	MIMAT0004483	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-let-7c*	hsa-let-7c*	hsa-let-7c*	hsa-let-7c*	hsa-let-7c*	hsa-let-7c*	hsa-let-7c*	hsa-let-7c*	NA	NA	NA	NA	NA	hsa-let-7c*
hsa-let-7e#-002407	hsa-let-7e*	MIMAT0004485	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-let-7e*	hsa-let-7e*	hsa-let-7e*	hsa-let-7e*	hsa-let-7e*	hsa-let-7e*	hsa-let-7e*	hsa-let-7e*	hsa-let-7e*	hsa-let-7e-3p	hsa-let-7e-3p	hsa-let-7e-3p	hsa-let-7e-3p	hsa-let-7e-3p
hsa-let-7f-1#-002417	hsa-let-7f-1*	MIMAT0004486	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-let-7f-1*	hsa-let-7f-1*	hsa-let-7f-1*	hsa-let-7f-1*	hsa-let-7f-1*	hsa-let-7f-1*	hsa-let-7f-1*	hsa-let-7f-1*	hsa-let-7f-1*	hsa-let-7f-1-3p	hsa-let-7f-1-3p	hsa-let-7f-1-3p	hsa-let-7f-1-3p	hsa-let-7f-1-3p
hsa-let-7f-2#-002418	hsa-let-7f-2*	MIMAT0004487	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-let-7f-2*	hsa-let-7f-2*	hsa-let-7f-2*	hsa-let-7f-2*	hsa-let-7f-2*	hsa-let-7f-2*	hsa-let-7f-2*	hsa-let-7f-2*	hsa-let-7f-2*	hsa-let-7f-2-3p	hsa-let-7f-2-3p	hsa-let-7f-2-3p	hsa-let-7f-2-3p	hsa-let-7f-2-3p
hsa-let-7g#-002118	hsa-let-7g*	MIMAT0004584	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-let-7g*	hsa-let-7g*	hsa-let-7g*	hsa-let-7g*	hsa-let-7g*	hsa-let-7g*	hsa-let-7g*	hsa-let-7g*	hsa-let-7g*	hsa-let-7g-3p	hsa-let-7g-3p	hsa-let-7g-3p	hsa-let-7g-3p	hsa-let-7g-3p
hsa-let-7i#-002172	hsa-let-7i*	MIMAT0004585	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-let-7i*	hsa-let-7i*	hsa-let-7i*	hsa-let-7i*	hsa-let-7i*	hsa-let-7i*	hsa-let-7i*	hsa-let-7i*	hsa-let-7i*	hsa-let-7i-3p	hsa-let-7i-3p	hsa-let-7i-3p	hsa-let-7i-3p	hsa-let-7i-3p
hsa-miR-100#-002142	hsa-miR-100*	MIMAT0004512	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-100*	hsa-miR-100*	hsa-miR-100*	hsa-miR-100*	hsa-miR-100*	hsa-miR-100*	hsa-miR-100*	hsa-miR-100*	hsa-miR-100*	hsa-miR-100-3p	hsa-miR-100-3p	hsa-miR-100-3p	hsa-miR-100-3p	hsa-miR-100-3p
hsa-miR-101#-002143	hsa-miR-101*	MIMAT0004513	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-101*	hsa-miR-101*	hsa-miR-101*	hsa-miR-101*	hsa-miR-101*	hsa-miR-101*	hsa-miR-101*	hsa-miR-101*	hsa-miR-101*	hsa-miR-101-5p	hsa-miR-101-5p	hsa-miR-101-5p	hsa-miR-101-5p	hsa-miR-101-5p
hsa-miR-105#-002168	hsa-miR-105*	MIMAT0004516	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-105*	hsa-miR-105*	hsa-miR-105*	hsa-miR-105*	hsa-miR-105*	hsa-miR-105*	hsa-miR-105*	hsa-miR-105*	hsa-miR-105*	hsa-miR-105-3p	hsa-miR-105-3p	hsa-miR-105-3p	hsa-miR-105-3p	hsa-miR-105-3p
hsa-miR-106a#-002170	hsa-miR-106a*	MIMAT0004517	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-106a*	hsa-miR-106a*	hsa-miR-106a*	hsa-miR-106a*	hsa-miR-106a*	hsa-miR-106a*	hsa-miR-106a*	hsa-miR-106a*	hsa-miR-106a*	hsa-miR-106a-3p	hsa-miR-106a-3p	hsa-miR-106a-3p	hsa-miR-106a-3p	hsa-miR-106a-3p
hsa-miR-106b#-002380	hsa-miR-106b*	MIMAT0004672	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-106b*	hsa-miR-106b*	hsa-miR-106b*	hsa-miR-106b*	hsa-miR-106b*	hsa-miR-106b*	hsa-miR-106b*	hsa-miR-106b*	hsa-miR-106b*	hsa-miR-106b-3p	hsa-miR-106b-3p	hsa-miR-106b-3p	hsa-miR-106b-3p	hsa-miR-106b-3p
hsa-miR-10a#-002288	hsa-miR-10a*	MIMAT0004555	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-10a*	hsa-miR-10a*	hsa-miR-10a*	hsa-miR-10a*	hsa-miR-10a*	hsa-miR-10a*	hsa-miR-10a*	hsa-miR-10a*	hsa-miR-10a*	hsa-miR-10a-3p	hsa-miR-10a-3p	hsa-miR-10a-3p	hsa-miR-10a-3p	hsa-miR-10a-3p
hsa-miR-10b#-002315	hsa-miR-10b*	MIMAT0004556	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-10b*	hsa-miR-10b*	hsa-miR-10b*	hsa-miR-10b*	hsa-miR-10b*	hsa-miR-10b*	hsa-miR-10b*	hsa-miR-10b*	hsa-miR-10b*	hsa-miR-10b-3p	hsa-miR-10b-3p	hsa-miR-10b-3p	hsa-miR-10b-3p	hsa-miR-10b-3p
hsa-miR-1178-002777	hsa-miR-1178	MIMAT0005823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1178	hsa-miR-1178	hsa-miR-1178	hsa-miR-1178	hsa-miR-1178	hsa-miR-1178	hsa-miR-1178	hsa-miR-1178	hsa-miR-1178-3p	hsa-miR-1178-3p	hsa-miR-1178-3p	hsa-miR-1178-3p
hsa-miR-1179-002776	hsa-miR-1179	MIMAT0005824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179	hsa-miR-1179
hsa-miR-1180-002847	hsa-miR-1180	MIMAT0005825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1180	hsa-miR-1180	hsa-miR-1180	hsa-miR-1180	hsa-miR-1180	hsa-miR-1180	hsa-miR-1180	hsa-miR-1180	hsa-miR-1180	hsa-miR-1180-3p	hsa-miR-1180-3p	hsa-miR-1180-3p
hsa-miR-1182-002830	hsa-miR-1182	MIMAT0005827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182	hsa-miR-1182
hsa-miR-1183-002841	hsa-miR-1183	MIMAT0005828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183	hsa-miR-1183
hsa-miR-1184-002842	hsa-miR-1184	MIMAT0005829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184	hsa-miR-1184
hsa-miR-1197-002810	hsa-miR-1197	MIMAT0005955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197	hsa-miR-1197
hsa-miR-1200-002829	hsa-miR-1200	MIMAT0005863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200	hsa-miR-1200
hsa-miR-1201-002781	hsa-miR-1201	MIMAT0005864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1201	hsa-miR-1201	hsa-miR-1201	hsa-miR-1201	hsa-miR-1201	NA	NA	NA	NA	NA	NA	hsa-miR-1201
hsa-miR-1203-002877	hsa-miR-1203	MIMAT0005866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203	hsa-miR-1203
hsa-miR-1204-002872	hsa-miR-1204	MIMAT0005868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204	hsa-miR-1204
hsa-miR-1205-002778	hsa-miR-1205	MIMAT0005869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205	hsa-miR-1205
hsa-miR-1206-002878	hsa-miR-1206	MIMAT0005870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206	hsa-miR-1206
hsa-miR-1208-002880	hsa-miR-1208	MIMAT0005873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208	hsa-miR-1208
hsa-miR-122#-002130	hsa-miR-122*	MIMAT0004590	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-122*	hsa-miR-122*	hsa-miR-122*	hsa-miR-122*	hsa-miR-122*	hsa-miR-122*	hsa-miR-122*	hsa-miR-122*	hsa-miR-122*	hsa-miR-122-3p	hsa-miR-122-3p	hsa-miR-122-3p	hsa-miR-122-3p	hsa-miR-122-3p
hsa-miR-1224-3P-002752	hsa-miR-1224-3p	MIMAT0005459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p	hsa-miR-1224-3p
hsa-miR-1225-3P-002766	hsa-miR-1225-3p	MIMAT0005573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p	hsa-miR-1225-3p
hsa-miR-1226#-002758	hsa-miR-1226*	MIMAT0005576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1226*	hsa-miR-1226*	hsa-miR-1226*	hsa-miR-1226*	hsa-miR-1226*	hsa-miR-1226*	hsa-miR-1226*	hsa-miR-1226*	hsa-miR-1226-5p	hsa-miR-1226-5p	hsa-miR-1226-5p	hsa-miR-1226-5p	hsa-miR-1226-5p
hsa-miR-1227-002769	hsa-miR-1227	MIMAT0005580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1227	hsa-miR-1227	hsa-miR-1227	hsa-miR-1227	hsa-miR-1227	hsa-miR-1227	hsa-miR-1227	hsa-miR-1227	hsa-miR-1227	hsa-miR-1227-3p	hsa-miR-1227-3p	hsa-miR-1227-3p	hsa-miR-1227-3p
hsa-miR-1228#-002763	hsa-miR-1228*	MIMAT0005582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1228*	hsa-miR-1228*	hsa-miR-1228*	hsa-miR-1228*	hsa-miR-1228*	hsa-miR-1228*	hsa-miR-1228*	hsa-miR-1228*	hsa-miR-1228-5p	hsa-miR-1228-5p	hsa-miR-1228-5p	hsa-miR-1228-5p	hsa-miR-1228-5p
hsa-miR-1233-002768	hsa-miR-1233	MIMAT0005588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1233	hsa-miR-1233	hsa-miR-1233	hsa-miR-1233	hsa-miR-1233	hsa-miR-1233	hsa-miR-1233	hsa-miR-1233	hsa-miR-1233	hsa-miR-1233-3p	hsa-miR-1233-3p	hsa-miR-1233-3p	hsa-miR-1233-3p
hsa-miR-1236-002761	hsa-miR-1236	MIMAT0005591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1236	hsa-miR-1236	hsa-miR-1236	hsa-miR-1236	hsa-miR-1236	hsa-miR-1236	hsa-miR-1236	hsa-miR-1236	hsa-miR-1236	hsa-miR-1236-3p	hsa-miR-1236-3p	hsa-miR-1236-3p	hsa-miR-1236-3p
hsa-miR-1238-002927	hsa-miR-1238	MIMAT0005593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1238	hsa-miR-1238	hsa-miR-1238	hsa-miR-1238	hsa-miR-1238	hsa-miR-1238	hsa-miR-1238	hsa-miR-1238	hsa-miR-1238	hsa-miR-1238-3p	hsa-miR-1238-3p	hsa-miR-1238-3p	hsa-miR-1238-3p
hsa-miR-124#-002197	hsa-miR-124*	MIMAT0004591	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-124*	hsa-miR-124*	hsa-miR-124*	hsa-miR-124*	hsa-miR-124*	hsa-miR-124*	hsa-miR-124*	hsa-miR-124*	hsa-miR-124*	hsa-miR-124-5p	hsa-miR-124-5p	hsa-miR-124-5p	hsa-miR-124-5p	hsa-miR-124-5p
hsa-miR-1243-002854	hsa-miR-1243	MIMAT0005894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243	hsa-miR-1243
hsa-miR-1244-002791	hsa-miR-1244	MIMAT0005896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244	hsa-miR-1244
hsa-miR-1245-002823	hsa-miR-1245	MIMAT0005897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1245	hsa-miR-1245	hsa-miR-1245	hsa-miR-1245	hsa-miR-1245	hsa-miR-1245	hsa-miR-1245	hsa-miR-1245a	hsa-miR-1245a	hsa-miR-1245a	hsa-miR-1245a	hsa-miR-1245a
hsa-miR-1247-002893	hsa-miR-1247	MIMAT0005899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1247	hsa-miR-1247	hsa-miR-1247	hsa-miR-1247	hsa-miR-1247	hsa-miR-1247	hsa-miR-1247	hsa-miR-1247-5p	hsa-miR-1247-5p	hsa-miR-1247-5p	hsa-miR-1247-5p	hsa-miR-1247-5p
hsa-miR-1248-002870	hsa-miR-1248	MIMAT0005900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248	hsa-miR-1248
hsa-miR-1249-002868	hsa-miR-1249	MIMAT0005901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1249	hsa-miR-1249	hsa-miR-1249	hsa-miR-1249	hsa-miR-1249	hsa-miR-1249	hsa-miR-1249	hsa-miR-1249	hsa-miR-1249	hsa-miR-1249	hsa-miR-1249-3p	hsa-miR-1249-3p
hsa-miR-1250-002887	hsa-miR-1250	MIMAT0005902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1250	hsa-miR-1250	hsa-miR-1250	hsa-miR-1250	hsa-miR-1250	hsa-miR-1250	hsa-miR-1250	hsa-miR-1250	hsa-miR-1250	hsa-miR-1250-5p	hsa-miR-1250-5p	hsa-miR-1250-5p
hsa-miR-1251-002820	hsa-miR-1251	MIMAT0005903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1251	hsa-miR-1251	hsa-miR-1251	hsa-miR-1251	hsa-miR-1251	hsa-miR-1251	hsa-miR-1251	hsa-miR-1251	hsa-miR-1251	hsa-miR-1251-5p	hsa-miR-1251-5p	hsa-miR-1251-5p
hsa-miR-1252-002860	hsa-miR-1252	MIMAT0005944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-1252	hsa-miR-1252	hsa-miR-1252	hsa-miR-1252	hsa-miR-1252	hsa-miR-1252	hsa-miR-1252	hsa-miR-1252	hsa-miR-1252	hsa-miR-1252-5p	hsa-miR-1252-5p	hsa-miR-1252-5p
